0.02 0.47 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.08 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.22439 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.08 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.65267 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.14 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.68991 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.14 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.70854 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.72716 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.26 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.74578 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.26 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.7644 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.32 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.78302 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.38 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.80164 	
0.02 0.47 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.82026 	
0.02 0.5 0.08 0.44 0.05 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.01956 	
0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.35 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.01956 	
0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.47 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.01956 	
0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.02887 	
0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.53 0.5 0.5 0.08 	0.02 4.03818 	
0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.05 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.03818 	
0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.53 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.03818 	
0.02 0.5 0.11 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.03818 	
0.02 0.5 0.11 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.2 0.5 0.5 0.5 0.5 0.08 	0.02 4.54095 	
0.02 0.5 0.11 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.26 0.5 0.5 0.5 0.5 0.08 	0.02 4.55957 	
0.02 0.5 0.11 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.32 0.5 0.5 0.5 0.5 0.08 	0.02 4.57819 	
0.02 0.5 0.11 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.38 0.5 0.5 0.5 0.5 0.08 	0.02 4.59681 	
0.02 0.5 0.11 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.44 0.5 0.5 0.5 0.5 0.08 	0.02 4.61543 	
0.02 0.5 0.11 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.63405 	
0.02 0.5 0.14 0.41 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.2 0.5 0.5 0.5 0.5 0.08 	0.02 4.54095 	
0.02 0.5 0.14 0.41 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.26 0.5 0.5 0.5 0.5 0.08 	0.02 4.55957 	
